FedRoutingNR,Telegraphic Name,Customer Name,State,City,Eligible,Status,Last Change
064103833,FIFTH THIRD BK TN,FIFTH THIRD BANK,TN,NASHVILLE,N,N,20091001
064104036,CITIZENS COMM BK,CITIZENS COMMUNITY BANK,TN,WINCHESTER,Y,N,20141107
064104052,UNION BANK,UNION BANK,TN,JAMESTOWN,N,Y,20141107
064104065,FST VOLUNTEER BK,FIRST VOLUNTEER BANK OF TENNESSEE,TN,JASPER,N,N,20001114
064104104,CADENCE BANK NA,CADENCE BANK  NA,TN,PULASKI,N,N,20120130
064104162,BK OF PERRY CO,BANK OF PERRY COUNTY,TN,LOBELVILLE,N,N,20120130
064104201,CLAYTON B&T TN,CLAYTON BANK AND TRUST,TN,LYNCHBURG,N,N,20121109
064104311,BK OF PUTNAM CO,BANK OF PUTNAM COUNTY,TN,COOKEVILLE,Y,N,20121108
064104887,BK OF WAYNESBORO,BANK OF WAYNESBORO,TN,WAYNESBORO,N,N,20141224
064105336,FARMERS PORTLAND,THE FARMERS BANK,TN,PORTLAND,Y,N,20121108
064105640,UNION PLANT CUMBER,REGIONS BANK,TN,COOKEVILLE,N,N,20120130
064105666,UNION B & T CO,UNION BANK & TRUST COMPANY,TN,LIVINGSTON,N,Y,20141107
064105734,WCB,WAYNE COUNTY BANK,TN,WAYNESBORO,Y,SY,20060717
064106283,MACON B&T CO,MACON BANK AND TRUST COMPANY,TN,LAFAYETTE,N,N,20150204
064106775,BK OF FRANKEWING,BANK OF FRANKEWING,TN,FRANKEWING,Y,SY,20140815
064107729,CITIZENS BK,CITIZENS BANK,TN,CARTHAGE,N,Y,20141107
064107842,FARMERS LYNCHBURG,THE FARMERS BANK OF LUNCHBURG,TN,CHAPEL HILL,N,N,20091106
064107994,FIRST NB PULASKI,FIRST NATIONAL BANK OF PULASKI,TN,PULASKI,Y,Y,20100609
064108113,FST FARM COLUMBIA,FIRST FARMERS & MERCHANTS BANK,TN,COLUMBIA,Y,Y,20050705
064108236,BANK OF DICKSON,BANK OF DICKSON,TN,DICKSON,Y,Y,20090416
064108346,CUMBERLAND CO,CUMBERLND CNTY BK  OFFC BK OF PUTNAM,TN,COOKEVILLE,N,N,20160503
064108443,LEGENDS BANK,LEGENDS BANK,TN,CLARKSVILLE,Y,Y,20060313
064108485,COMMUNITY FIRST BK,COMMUNITY FIRST BANK & TRUST,TN,COLUMBIA,Y,Y,20111017
064108524,COMMUNITY BK & TR,COMMUNITY BANK & TRUST,TN,ASHLAND CITY,N,Y,20141107
064108540,REPUBLIC B&T CO TN,REPUBLIC BANK & TRUST COMPANY,TN,FRANKLIN,N,N,20120716
064108553,TRISTAR BANK TN,TRISTAR BANK,TN,DICKSON,N,Y,20141107
064108650,TRADNS FIRST BK TN,TRADITIONS FIRST BANK,TN,ERIN,N,N,20110930
064108663,CUMBERLAND B&T TN,CUMBERLAND BANK AND TRUST,TN,CLARKSVILLE,Y,SY,20110812
064108715,BANK OF THE SOUTH,BANK OF THE SOUTH,TN,MT. JULIET,N,N,20080303
064108786,BK LINCOLN COUNTY,BANK OF LINCOLN COUNTY,TN,FAYETTEVILLE,Y,SY,20101018
064108799,FIRST COMMERCE BK,FIRST COMMERCE BANK,TN,LEWISBURG,Y,N,20090727
064108838,HOMELAND COMM BK,HOMELAND COMMUNITY BANK,TN,MC MINNVILLE,Y,N,20100803
064108867,CAPSTAR BANK,CAPSTAR BANK,TN,HENDERSONVILLE,N,N,20120917
064108870,FRANKLIN SYNEGY BK,FRANKLIN SYNERGY BANK,TN,FRANKLIN,N,N,20140714
064108951,SUMNER BK & TR,SUMNER BANK & TRUST,TN,GALLATIN,N,Y,20141107
064109044,RELIANT BANK,RELIANT BANK,TN,FRANKLIN,N,N,20151116
064109057,HERITAGE BK & TRST,HERITAGE BANK & TRUST,TN,COLUMBIA,N,Y,20141107
064109073,PEOPLE ST BK CM TN,PEOPLES STATE BK COMMERCE DIV FNB BK,AL,SCOTTSBORO,N,N,20170714
064109086,FIRST FREEDOM BK,FIRST FREEDOM BANK,TN,LEBANON,Y,N,20090722
064109167,RELIANT BANK TN,RELIANT BANK,TN,BRENTWOOD,Y,Y,20150930
064109329,FRANKLIN SYNERGY,FRANKLIN SYNERGY BANK,TN,FRANKLIN,Y,Y,20080807
064200930,CLEVELAND BK&TR,CLEVELAND BANK & TRUST COMPANY,TN,CLEVELAND,N,N,20010327
064200969,FST BK OF PK CO,BB&T NORTH CAROLINA,TN,COPPERHILL,N,N,20120130
064201120,COMMUNITY NATL BK,COMMUNITY NATIONAL BANK,TN,DAYTON,Y,Y,20090220
064201243,UNITED COMM BK,UNITED COMMUNITY BANK,GA,BLAIRSVILLE,N,N,20150717
064201269,UNION PLANT TN VAL,REGIONS BANK,TN,HARRIMAN,N,N,20120130
064201463,COMM TRUST BK KY,COMMUNITY TRUST BANK  INC,KY,PIKEVILLE,N,N,20110127
064201609,FIRST ATHENS TN,BRANCH BANKINGAND TRUST COMPANY,TN,ATHENS,N,N,20010723
064201612,SIMMONS PB AR,SIMMONS BANK,AR,PINE BLUFF,N,N,20161024
064201832,CAPITAL BANK,CAPITAL BANK  NA,TN,GREENEVILLE,N,N,20120221
064201845,UBANK,UBANK,TN,JELLICO,Y,N,20131209
064201968,TSBPF,TENNESSEE STATE BANK,TN,PIGEON FORGE,Y,Y,20150703
064202268,MOUNTAIN COMM BK,MOUNTAIN COMMERCE BANK,TN,KNOXVILLE,Y,Y,20151119
064202501,CBBC BANK,CBBC BANK,TN,MARYVILLE,Y,Y,20160317
064202705,BK OF TN KINGSPRT,BANK OF TENNESSEE,TN,JOHNSON CITY,Y,Y,20150803
064202828,FST PEO JEFF CITY,FIRST PEOPLES BANK,TN,JEFFERSON CITY,Y,N,20121120
064202844,FARMERS STATE BK,FARMERS STATE BANK,TN,MOUNTAIN CITY,Y,N,20121120
064202860,ANDREW JOHNSON BK,ANDREW JOHNSON BANK,TN,GREENEVILLE,Y,Y,20070322
064202873,JOHNSON CO BANK,JOHNSON COUNTY BANK,TN,MOUNTAIN CITY,Y,N,20141107
064202967,CBS,CIVIS BANK,TN,SNEEDVILLE,Y,Y,20131216
064203241,BENTON BANKING CO,FIRST VOLUNTEER BANK OF TENNESSEE,TN,BENTON,N,N,20081020
064203351,BK OF EAST RIDGE,CORNERSTONE COMMUNITY BANK,TN,EAST RIDGE,N,N,20120130
064203623,MEIGS CNTY BK,REGIONS BANK,TN,DECATUR,N,N,20120130
064204075,FIRST COMMUNITY,FIRST COMMUNITY BANK OF EAST TN,TN,ROGERSVILLE,Y,N,20121120
064204253,TNBANK OAKRIDGE TN,TNBANK,TN,OAK RIDGE,Y,SY,20090824
064204402,CITIZN FIRST BK TN,CITIZENS FIRST BANK,TN,WARTBURG,N,Y,20141107
064204703,FST BK OF TENN,FIRST BANK OF TENNESSEE,TN,SPRING CITY,Y,SN,20141023
064204774,FIRST CENTURY BK,FIRST CENTURY BANK,TN,TAZEWELL,Y,Y,20030116
064206031,PEOPLES BK SOUTH,PEOPLES BANK OF THE SOUTH,TN,LA FOLLETTE,Y,N,20121120
064206426,CITZ BK AND TRUST,CITIZENS BK & TR CO OF GRAINGER CO,TN,RUTLEDGE,Y,Y,20111005
064207166,UNITED CUMBERLAND,UNITED CUMBERLAND BANK,KY,WHITLEY CITY,N,N,20140414
064207195,FIRST TN,FIRST TENNESSEE BANK,TN,ALCOA,N,N,20020801
064207441,SUNTRUST FLORENCE,SUNTRUST BANK OF EAST TN,TN,KNOXVILLE,N,N,20021112
064208013,BK OF TN KINGSPRT,BANK OF TENNESSEE,TN,ELIZABETHTON,Y,N,20150818
064208165,BB&T TENNESSEE,BB&T TENNESSEE,TN,GATLINBURG,Y,N,20141107
064208327,COMMERCIAL BANK,COMMERCIAL BANK,TN,HARROGATE,N,N,20160531
064208398,PEOPLES EAST TENN,PEOPLES BANK OF EAST TENNESSEE,TN,MADISONVILLE,Y,N,20040623
064208437,FIRST TN BK,FIRST TENNESSEE BANK  NA,TN,MEMPHIS,N,N,20131112
064208453,SOUTHERN BK OF TN,SOUTHERN BANK OF TENNESSEE,TN,MOUNT JULIET,Y,Y,20121203
064208479,FIRST DYERSBURG TN,FIRST CITIZENS NATIONAL BANK,TN,DYERSBURG,N,N,20161003
064208518,MILLENNIUM BANK,MILLENNIUM BANK,TN,OOLTEWAH,Y,Y,20160411
064208725,APEX BANK,APEX BANK,TN,CAMDEN,N,N,20170217
064208767,SOUTHEAST BANK TN,SOUTHEAST BANK,TN,FARRAGUT,Y,N,20150116
064208806,TRISUMMIT BANK,TRISUMMIT BANK,TN,MORRISTON,N,N,20140915
064208848,HERITAGE COMM BANK,HERITAGE COMMUNITY BANK,TN,GREENEVILLE,N,Y,20141107
064208893,CITZ ELIZABETHTON,CITIZENS BANK,TN,ELIZABETHTON,N,N,20170407
064209180,FOOTHILLS B&T,FOOTHILLS BANK & TRUST,TN,MARYVILLE,Y,N,20070604
064209216,SMARTBANK,SMARTBANK,TN,PIGEON FORGE,Y,N,20090728
064209232,FIRSTBANK TN,FIRSTBANK,TN,NASHVILLE,Y,N,20170731
064272421,JEFFRSN FED BK TN,JEFFERSON FEDERAL BANK,TN,JOHNSON CITY,N,N,20100226
065000029,FIRST NBC NO,FIRST NATIONAL BANK OF COMMERCE,LA,NEW ORLEANS,N,N,19990811
065000090,CAPITAL ONE NA,CAPITAL ONE  NA,LA,NEW ORLEANS,Y,N,20150820
065000171,WHITNEY BANK,WHITNEY BANK,MS,GULFPORT,Y,N,20140423
065000210,FRB NEW ORL,NEW ORLEANS - FRB ATLANTA,LA,NEW ORLEANS,Y,N,20170222
065002289,FIRST BK AND TRUST,FIRST BANK AND TRUST,LA,NEW ORLEANS,Y,Y,20081224
065003453,IBERIABANK,IBERIABANK,LA,METAIRIE,N,N,20110620
065003592,CRESCENT B&T,CRESCENT BANK & TRUST,LA,NEW ORLEANS,Y,Y,19990604
065005435,WHITNEY BANK,WHITNEY BANK,MS,GULFPORT,N,N,20170717
065040898,SW CORP FCU,SW CORPORATE CENTRAL CR UN,TX,DALLAS,N,N,20010807
065103243,CITZ ROBERTSDALE,CITIZENS BANK INC.,AL,ROBERTSDALE,Y,SY,20061124
065103654,TRUSTMARK NATL BK,TRUSTMARK NATIONAL BANK,AL,MOBILE,N,N,20130326
065103887,GULF BANK ALA,FIRST GULF BANK  NA,AL,SUMMERDALE,N,N,20080717
065104116,WHITNEY BANK,WHITNEY BANK,LA,NEW ORLEANS,N,N,20120130
065106321,THE FST HATTIESBRG,THE FIRST  A NATIONAL BANKING ASSOC,MS,HATTIESBURG,N,N,20140827
065106402,THE FIRST,THE FIRST  A NATIONAL BANKING ASSOC,AL,FOLEY,N,N,20130715
065106619,HANCOCK BANK,WHITNEY BANK,AL,MOBILE,Y,N,20140331
065106680,COMMUNITY BK COAST,COMMUNITY BANK  COAST,AL,MOBILE,N,N,20130122
065200175,FIRST LAKE C,BANK ONE  N.A.,LA,LAKE CHARLES,N,N,20040816
065200285,SECURITY ALEX,REGIONS BANK - BRANCH,LA,ALEXANDRIA,N,N,20001017
065200340,NEW IBERIA NATL,REGIONS BANK,LA,NEW IBERIA,N,N,20150209
065200515,FST NATL BK,FIRST NATIONAL BANK OF LOUISIANA,LA,CROWLEY,Y,Y,20031210
065200528,BK COMM CROWLEY,BANK OF COMMERCE & TRUST,LA,CROWLEY,Y,Y,20031113
065200612,ST LANDRYOPELOUSAS,ST LANDRY BANK AND TRUST,LA,OPELOUSAS,Y,SN,20121128
065200861,BANK OF ABB & TR,BANK OF ABBEVILLE & TRUST COMPANY,LA,ABBEVILLE,Y,Y,20080214
065200926,ST MARTIN B&T,SAINT MARTIN BANK & TRUST COMPANY,LA,SAINT MARTINVLLE,Y,Y,20141212
065200984,FRST NB JEANERETTE,FIRST NATIONAL BANK OF JEANERETTE,LA,JEANERETTE,Y,N,20121128
065200997,FIRST DERIDDER,FIRST NATIONAL BANK,LA,DERIDDER,Y,SN,20121128
065201019,VERNON LEESVILLE,VERNON BANK,LA,LEESVILLE,N,N,20120130
065201255,THE UNION BK LA,UNION BANK,LA,MARKSVILLE,Y,Y,20130612
065201349,IBERIABANK,IBERIABANK,LA,CAMERON,N,N,20110711
065201530,FARMERS MERCH B&T,FARMERS-MERCHANTS BANK & TRUST CO,LA,BREAUX BRIDGE,N,Y,20141107
065201611,PARISH BOGALUSA,WHITNEY NATIONAL BANK,LA,COVINGTON,N,N,20090107
065201624,CLINTON B&T,LANDMARK BANK,LA,CLINTON,Y,SY,20050606
065201750,BK OF ERATH,BANK OF ERATH,LA,ERATH,N,Y,20141107
065201831,BK GUEYDAN,BANK OF GUEYDAN,LA,GUEYDAN,Y,N,20121128
065201860,GULF COAST BK,GULF COAST BANK,LA,ABBEVILLE,N,N,20120130
065202393,BK OF SUNSET & TRS,BANK OF SUNSET & TRUST,LA,SUNSET,N,Y,20090702
065202461,WASHINGTON ST BANK,WASHINGTON STATE BANK,LA,WASHINGTON,Y,SY,20090512
065202555,INVESTAR BANK,INVESTAR BANK,LA,BATON ROUGE,N,N,20170726
065202607,STATE BANK & TRUST,STATE BANK AND TRUST COMPANY,LA,BATON ROUGE,Y,N,20141107
065203431,MIDSOUTH NATL LAF,MIDSOUTH BANK  NA,LA,LAFAYETTE,Y,Y,20120322
065203499,FARMERS CHURCH PT,FARMERS STATE BANK & TRUST,LA,CHURCH POINT,Y,SY,20070404
065203648,THE BANK,THE BANK,LA,JENNINGS,N,Y,20141107
065204184,CITY SB&T,CITY SAVINGS BANK & TRUST COMPANY,LA,DERIDDER,Y,N,20121128
065204197,KAPLAN ST BK,KAPLAN STATE BANK,LA,KAPLAN,N,Y,20141107
065204249,MER FARM B & T,MERCHANTS & FARMERS BK & TR CO,LA,LEESVILLE,N,Y,20141107
065204472,TRI PARISH EUNICE,TRI-PARISH BANK,LA,EUNICE,Y,Y,20070924
065204579,JD BANK,JD BANK,LA,JENNINGS,Y,Y,20150929
065204841,CHURCH PT B&T,CHURCH POINT BANK & TRUST CO,LA,CHURCH POINT,N,N,20120130
065204951,SIMMESPORT ST BK,SIMMESPORT STATE BANK,LA,SIMMESPORT,Y,SY,20111230
065204977,AMERICAN SEC BANK,AMER SECURITY BK OF VILLE PLATTE,LA,VILLE PLATTE,N,N,19990726
065204980,GUARANTY NEW ROADS,GUARANTY BANK AND TRUST COMPANY,LA,NEW ROADS,N,Y,20141107
065204993,VERM B&T,VERMILION BANK & TRUST COMPANY,LA,KAPLAN,N,Y,20141107
065205031,AMER B&T,AMERICAN BANK & TRUST,LA,OPELOUSAS,N,N,20120130
065205264,RED RIVER BANK,RED RIVER BANK,LA,ALEXANDRIA,Y,Y,20051117
065300020,MER VICKSBURG,BANCORP SOUTH BANK,MS,VICKSBURG,N,N,20120130
065300211,CITZ NB MERIDIAN,CITIZENS NATIONAL BANK OF MERIDIAN,MS,MERIDIAN,Y,Y,20170818
065300402,HOME BANK,HOME BANK,LA,LAFAYETTE,N,N,20140415
065300486,BANCORPSOUTH BK,BANCORPSOUTH BANK,MS,TUPELO,Y,N,20141107
065301061,STATE BK BROOKHAVN,STATE BANK AND TRUST COMPANY,MS,BROOKHAVEN,N,N,20150225
065301362,MERC & MARINE PASG,MERCHANTS & MARINE BANK,MS,PASCAGOULA,Y,SY,20060929
065301540,FIRST LUCEDALE,COMMUNITY BANK  COAST,MS,LUCEDALE,N,N,20150211
065301744,COPIAH BANK,COPIAH BANK,MS,HAZLEHURST,Y,Y,20160629
065301854,OMNI BANK MS,OMNI BANK,MS,BAY SPRINGS,Y,Y,20130117
065301883,UNITEDMSBK NATCHEZ,UNITED MISSISSIPPI BANK,MS,NATCHEZ,Y,Y,20120302
065301948,BANKPLUS,BANKPLUS,MS,YAZOO CITY,Y,N,20040624
065302154,CITZ PHILA MS,THE CITIZENS BANK OF PHILADELPHIA,MS,PHILADELPHIA,Y,Y,20080214
065302183,BK FOREST,BANK OF FOREST,MS,FOREST,N,N,20160510
065302196,COMMUNITY OF MISS,COMMUNITY BANK OF MISSISSIPPI,MS,FOREST,Y,Y,20100527
065302303,PRIORITYONE BANK,PRIORITYONE BANK,MS,MAGEE,N,N,20120130
065302468,MAGNOLIA STATE BK,MAGNOLIA STATE BANK,MS,BAY SPRINGS,Y,N,20121128
065302484,COV CO BANK,COVINGTON COUNTY BANK,MS,COLLINS,Y,SN,20141107
065302507,CONSUMER NATIONAL,STATE BANK AND TRUST COMPANY,MS,JACKSON,N,N,20060821
065302633,RENASANT BANK,RENASANT BANK,MS,TUPELO,N,N,20170929
065302950,UNION PLANT SOUTRN,REGIONS BANK,MS,HATTIESBURG,N,N,20120130
065302963,COMM DEKALB MS,THE COMMERCIAL BANK,MS,DE KALB,Y,SN,20121128
065303056,JEFFERSON BK MS,THE JEFFERSON BANK,MS,GREENVILLE,N,N,20160226
065303124,PIKE NATL,PIKE NATIONAL BANK,MS,MCCOMB,Y,SY,20070214
065303360,THE FST HATTIESBRG,THE FIRST  A NATIONAL BANKING ASSOC,MS,HATTIESBURG,Y,N,20040129
065303522,BANK OF MORTON,BANK OF MORTON,MS,MORTON,N,N,20120130
065303784,GREAT SO MERIDIAN,GREAT SOUTHERN BANK,MS,MERIDIAN,Y,N,20150401
065304026,SMITH CNTY BK,TRUSTMARK NATIONAL BANK,MS,TAYLORSVILLE,N,N,20120130
065304369,M&F BK MACON MS,BANKFIRST FINANCIAL SERVICES,MS,MACON,N,N,20160205
065304385,CITIZENS COLUMBIA,CITIZENS BANK,MS,COLUMBIA,Y,N,20120926
065304673,BK OF WIGGINS,BANK OF WIGGINS,MS,WIGGINS,N,N,20120130
065305151,TRUSTMARK NATL BK,TRUSTMARK NATIONAL BANK,MS,CARTHAGE,N,N,20110726
065305902,UNION PLANT CENTRL,REGIONS BANK,MS,JACKSON,Y,N,20141107
065306079,FST ST WAYNESBORO,FIRST STATE BANK,MS,WAYNESBORO,N,N,20150320
065306118,COMM BK ELLISVILLE,COMMUNITY BANK  ELLISVILLE,MS,MERIDIAN,N,N,20080710
065306192,FIRST NATL BKRS BK,FIRST NATIONAL BANKERS BANK,MS,RIDGELAND,Y,N,20150604
065306202,COMMUNITY TB,COMMUNITY TRUST BANK,MS,MADISON,N,N,20100325
065382514,HOPE FEDERAL CU MS,HOPE FEDERAL CREDIT UNION,MS,JACKSON,Y,Y,20150707
065400137,JPMCHASE LOUISIANA,JPMORGAN CHASE BANK  NA,LA,BATON ROUGE,Y,N,20141107
065400153,WHITNEY BANK,WHITNEY BANK,MS,GULFPORT,Y,N,20150416
065400483,MORG CO B&T,M C BANK & TRUST COMPANY,LA,MORGAN CITY,N,Y,20141107
065400603,IBERVILLE BANK,IBERVILLE BANK,LA,PLAQUEMINE,N,N,20170104
065400713,ST MARY FRANKLIN,REGIONS BANK-BRANCH,LA,FRANKLIN,N,SN,19990719
065400755,ARGENT BANK,CAPITAL ONE  NA,LA,THIBODAUX,N,N,20110623
065401107,UNITED COMM BK,UNITED COMMUNITY BANK,LA,RACELAND,Y,N,20150518
065401408,PLAQUE B&T,PLAQUEMINE BANK AND TRUST,LA,PLAQUEMINE,N,N,20120130
065401411,GUARANTY B&T,M C BANK & TRUST COMPANY,LA,MORGAN CITY,N,N,20120130
065401505,FIRST NBC BANK,FIRST NBC BANK,LA,HAMMOND,N,N,20120326
065401673,S LAFOURCHE B&T,S LAFOURCHE BK & TR CO,LA,LAROSE,Y,Y,19990831
065402009,ST JMS B&T,REGIONS BANK,LA,LUTCHER,N,N,20120130
065402164,ACADIAN BK,REGIONS BANK,LA,THIBODAUX,N,N,20120130
065402290,BUSINESS FIRST BK,BUSINESS FIRST BANK,LA,BATON ROUGE,Y,SN,20170228
065402517,FST NATL BK USA,FIRST NATIONAL BANK USA,LA,BOUTTE,Y,Y,20100730
065402850,MISS RVR BK,MISSISSIPPI RIVER BANK,LA,BELLE CHASSE,Y,N,20121128
065402892,UNION PLANTERS BK,REGIONS BANK,LA,LA PLACE,N,N,20120130
065403118,WHITNEY BANK,WHITNEY BANK,LA,DONALDSONVILLE,N,N,20120130
065403150,CITIZENS PLAQUEMIN,CITIZENS BANK & TRUST,LA,PLAQUEMINE,Y,SY,20070309
065403325,NATL BK COMM BR,REGIONS BANK,LA,BATON ROUGE,N,N,20120130
065403370,FST NAT BANKERS BK,FIRST NATIONAL BANKERS BANK,LA,BATON ROUGE,Y,Y,20150605
065403477,PEOPLES BANK OF LA,FIRST BANK AND TRUST,LA,AMITE,N,N,20120130
065403532,LOUISIANA BANK,LOUISIANA BANK & TRUST COMPANY,LA,BATON ROUGE,N,N,20001204
065403587,METRO BANK KENNER,FIRST BANK,LA,KENNER,N,N,20010507
065403626,REGIONS LA,REGIONS BANK OF LOUISIANA,LA,BATON ROUGE,N,SN,19990811
065403781,BANK OF GONZALAS,REGIONS BANK,LA,GONZALES,N,N,20111005
065404159,BK OF COMM,THE BANK OF COMMERCE,LA,WHITE CASTLE,N,N,20120130
065404560,METAIRIE BK & TR,METAIRIE BANK & TRUST,LA,METAIRIE,Y,Y,19991210
065404735,ST BK &TR,STATE BANK & TRUST COMPANY,LA,GOLDEN MEADOW,N,N,20120130
065405190,WHITNEY BANK,WHITNEY BANK,LA,GONZALES,N,N,20120130
065405242,RESOURCE BANK,RESOURCE BANK,LA,COVINGTON,Y,N,20081016
065405284,COASTAL COMM BANK,COASTAL COMMERCE BANK,LA,HOUMA,Y,Y,20090226
065405297,SYNERGY BANK,SYNERGY BANK,LA,HOUMA,Y,N,20141107
065405404,AM BK TRST LA,AMERICAN BANK AND TRUST COMPANY  INC,LA,COVINGTON,Y,N,20090126
065405417,OMNI BK BATONROUGE,OMNI BANK,LA,BATON ROUGE,N,N,20080825
065405420,BUSINESS FIRST BK,BUSINESS FIRST BANK,LA,BATON ROUGE,Y,SN,20170228
065405459,INVESTAR BANK,INVESTAR BANK,LA,BATON ROUGE,Y,N,20141001
065501353,THE FIRST,THE FIRST  A NATIONAL BANKING ASSOC,LA,NEW ORLEANS,N,N,20110916
065503348,COMM BANK  COAST,COMMUNITY BANK  COAST,MS,BILOXI,Y,N,20121206
065503681,HANCOCK GULFPORT,WHITNEY BANK,MS,GULFPORT,Y,Y,20140331
066000109,FRB MIAMI,MIAMI - FRB ATLANTA,FL,DORAL,Y,N,20170222
066000604,SUNTR BK MIAMI,SUNTRUST BANK  MIAMI,FL,MIAMI,N,N,20021112
066004600,GROVE B&T MIA,GROVE BANK & TRUST,FL,MIAMI,Y,Y,20170428
066006349,SABADEL UNTD BK FL,SABADELL UNITED BANK  NA,FL,MIAMI,N,N,20140714
066007720,CITIBANK INTL MIA,CITIBANK  N.A.,FL,MIAMI,Y,SN,20120622
066008004,BK OF BOS INTL,BANCO ITAU EUROPA INTERNATIONAL,FL,MIAMI,Y,N,20080402
066009029,BRICKELL BANK,BRICKELL BANK,FL,MIAMI,Y,Y,20150814
066009155,TOTALBANK MIA,TOTALBANK,FL,MIAMI,Y,Y,20080214
066009456,CONTL NATL,CONTINENTAL NATIONAL BANK,FL,MIAMI,Y,Y,20140212
066009650,NORTHERN TR FLA,THE NORTHERN TRUST COMPANY,IL,CHICAGO,Y,N,20121004
066010296,LLOYDS TSB BK MIA,LLOYDS TBS BANK  PLC,FL,MIAMI,N,N,20140516
066010351,1ST UNITED BANK,1ST UNITED BANK,FL,BOCA RATON,N,N,20100423
066010445,HSBC PRIVATE INTL,HSBC PRIVATE BANK INTERNATIONAL,FL,MIAMI,Y,N,20040109
066010597,BCO SANTAN CEN HIS,BANCO SANTANDER INTERNATIONAL,FL,MIAMI,Y,N,20040408
066010607,BCO BILBOA VIZCAYA,BANCO BILBAO VIZCAYA ARGENTARIA SA,FL,MIAMI,N,N,20091002
066010694,ROYAL BK CAN MIA,ROYAL BANK OF CANADA,FL,MIAMI,N,N,20150831
066010720,BCO BOGOTA INT MIA,BANCO DE BOGOTA MIAMI AGENCY,FL,MIAMI,Y,N,20010928
066010801,BCO IND VENEZUELA,BANCO INDUSTRIAL DE VENEZUELA C A,FL,MIAMI,N,N,20170605
066010869,BANCO ITAU EUROPA,BANCO ITAU EUROPA INTERNATIONAL,FL,MIAMI,Y,N,20070606
066011017,CA INDOSUEZ WEALTH,CA INDOSUEZ WEALTH - MIAMI AGENCY,FL,MIAMI,Y,N,20160217
066011376,BCO MERCANTIL C.A.,MERCANTIL  C.A. (BCO UNIVERSAL),FL,CORAL GABLES,N,N,20161130
066011389,BCO DAVIVIENDA SA,BANCO DAVIVIENDA SA,FL,MIAMI,Y,Y,20110316
066011392,OCEAN BANK MIA,OCEAN BANK,FL,MIAMI,Y,N,20121206
066011567,BCO INTL DE COSTA,BANCO INTERNACIONAL DE COSTA RICA SA,FL,CORAL GABLES,Y,N,20100217
066011570,BNP PARIBAS,BNP PARIBAS,FL,MIAMI,N,N,20150430
066012207,AMERICAN EXP INT,STANDARD CHARTER BK INT(AMERICAS)LTD,FL,MIAMI,Y,N,20080819
066012333,TERRABANK,TERRABANK  N.A.,FL,CORAL GABLES,Y,Y,20100803
066012760,DELTA MIAMI,DELTA NATIONAL BANK & TRUST COMPANY,FL,MIAMI,Y,N,20030821
066012867,BCO DEL PICHINCHA,BANCO DEL PICHINCHA INTL,FL,CORAL GABLES,Y,Y,20130301
066014085,CITIBANK (BDC MMI),CITIBANK  N.A.,FL,MIAMI,Y,N,20120622
066014153,APOLLO BANK FL,APOLLO BANK,FL,MIAMI,N,N,20141020
066014409,BANKIA SA MIAMI BR,BANKIA SA (MIAMI BRANCH),FL,MIAMI,N,N,20141121
066014726,BNCO DE CREDITO IN,BANCO DE CREDITO E INVERSIONES,FL,MIAMI,Y,N,19990518
066015084,APOLLO BANK FL,APOLLO BANK,FL,MIAMI,Y,N,20110609
066015107,BANCA SELLA MIAMI,BANCA SELLA MIAMI AGENCY,FL,MIAMI,N,N,20080424
066015181,PLUS INTL BANK,PLUS INTERNATIONAL BANK,FL,MIAMI,Y,N,20020710
066015217,TOTALBANK,TOTALBANK,FL,MIAMI,Y,N,20130214
066015301,CAIXA AFORROS VIGO,CAIXA DE AFORROS DE GALICIA  VIGO,FL,MIAMI,N,N,20130221
066015330,CAJA MADRID,CAJA MADRID (MIAMI AGENCY),FL,MIAMI,N,N,20120501
066015440,INTERAUDI BANK,INTERAUDI BANK,FL,MIAMI,Y,N,20030502
066015518,BANCOLOMBIA,BANCOLOMBIA,FL,MIAMI,N,N,20130830
066015576,FL COMMUNITY BK,FLORIDA COMMUNITY BANK  NA,FL,MIAMI,Y,N,20140205
066015767,BISCAYNE BK FL,BISCAYNE BANK,FL,COCONUT GROVE,Y,Y,20090505
066015932,BARCLAYS BANK PLC,BARCLAYS BANK PLC,FL,MIAMI,Y,N,20060213
066016012,CAJA DE AHORROS DE,CAJA DE AHORROS DE GALICIA  CAIXA GA,FL,MIAMI,N,N,20110214
066016054,BANCO DE SABADELL,BANCO DE SABADELL  S.A.,FL,MIAMI,Y,N,20120626
066016711,BK NOVA SCOTIA FL,BANK OF NOVA SCOTIA,FL,MIAMI,N,N,20170807
066016766,FLORIDA COMM BK NA,FLORIDA COMMUNITY BANK  NA,FL,WESTON,Y,N,20120214
066016782,BANRISUL SA,BANCO DO ESTADO DO RIO GRANDE DO SUL,FL,MIAMI,Y,N,20120312
067001246,BK OF BELLE GLADE,THE BANK OF BELLE GLADE,FL,BELLE GLADE,Y,N,20140723
067001275,BANCO POPULAR-N AM,BANCO POPULAR NORTH AMERICA,FL,MIAMI LAKES,Y,N,20141107
067001356,COLONIAL BANK,COLONIAL BANK  NATIONAL ASSOCIATION,FL,BONITA SPRINGS,N,N,20090305
067001479,SUNTR SW FLA,SUNTRUST BANK  SW FLORIDA,FL,FORT MYERS,N,N,20021112
